,data,stato,codice_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,regione,abitanti
208,2020-03-18T17:00:00,ITA,12,41.89277044,12.48366722,374,44,418,232,650,100,117,42,32,724,11145,,,Lazio,5898124
209,2020-03-19T17:00:00,ITA,12,41.89277044,12.48366722,426,45,471,270,741,91,99,44,38,823,11145,,,Lazio,5898124
210,2020-03-20T17:00:00,ITA,12,41.89277044,12.48366722,537,47,584,328,912,171,185,53,43,1008,13889,,,Lazio,5898124
211,2020-03-21T17:00:00,ITA,12,41.89277044,12.48366722,591,70,661,425,1086,174,182,54,50,1190,13889,,,Lazio,5898124
212,2020-03-22T17:00:00,ITA,12,41.89277044,12.48366722,671,79,750,522,1272,186,193,58,53,1383,17845,,,Lazio,5898124
213,2020-03-23T17:00:00,ITA,12,41.89277044,12.48366722,718,96,814,600,1414,142,157,63,63,1540,18371,,,Lazio,5898124
214,2020-03-24T17:00:00,ITA,12,41.89277044,12.48366722,747,94,841,704,1545,131,188,103,80,1728,18371,,,Lazio,5898124
215,2020-03-25T17:00:00,ITA,12,41.89277044,12.48366722,805,101,906,769,1675,130,173,131,95,1901,20669,,,Lazio,5898124
216,2020-03-26T17:00:00,ITA,12,41.89277044,12.48366722,878,113,991,844,1835,160,195,155,106,2096,22771,,,Lazio,5898124
217,2020-03-27T17:00:00,ITA,12,41.89277044,12.48366722,992,126,1118,895,2013,178,199,164,118,2295,24106,,,Lazio,5898124
218,2020-03-28T17:00:00,ITA,12,41.89277044,12.48366722,985,133,1118,1063,2181,168,210,200,124,2505,27179,,,Lazio,5898124
219,2020-03-29T17:00:00,ITA,12,41.89277044,12.48366722,1062,133,1195,1167,2362,181,201,208,136,2706,27744,,,Lazio,5898124
220,2020-03-30T17:00:00,ITA,12,41.89277044,12.48366722,1079,154,1233,1264,2497,135,208,267,150,2914,32846,,,Lazio,5898124
221,2020-03-31T17:00:00,ITA,12,41.89277044,12.48366722,1127,173,1300,1342,2642,145,181,291,162,3095,34677,,,Lazio,5898124
222,2020-02-24T18:00:00,ITA,7,44.41149315,8.9326992,0,0,0,0,0,0,0,0,0,0,1,,,Liguria,1565307
223,2020-02-25T18:00:00,ITA,7,44.41149315,8.9326992,1,0,1,0,1,1,1,0,0,1,39,,,Liguria,1565307
224,2020-02-26T18:00:00,ITA,7,44.41149315,8.9326992,6,0,6,5,11,10,10,0,0,11,66,,,Liguria,1565307
225,2020-02-27T18:00:00,ITA,7,44.41149315,8.9326992,9,0,9,10,19,8,8,0,0,19,78,,,Liguria,1565307
226,2020-02-28T18:00:00,ITA,7,44.41149315,8.9326992,9,0,9,10,19,0,0,0,0,19,112,,,Liguria,1565307
227,2020-02-29T17:00:00,ITA,7,44.41149315,8.9326992,4,1,5,33,38,19,23,4,0,42,121,,,Liguria,1565307
228,2020-03-01T17:00:00,ITA,7,44.41149315,8.9326992,12,1,13,8,21,-17,-17,4,0,25,121,,,Liguria,1565307
229,2020-03-02T18:00:00,ITA,7,44.41149315,8.9326992,12,1,13,5,18,-3,-3,4,0,22,121,,,Liguria,1565307
230,2020-03-03T18:00:00,ITA,7,44.41149315,8.9326992,12,2,14,5,19,1,2,4,1,24,121,,,Liguria,1565307
231,2020-03-04T17:00:00,ITA,7,44.41149315,8.9326992,10,3,13,8,21,2,2,4,1,26,133,,,Liguria,1565307
232,2020-03-05T17:00:00,ITA,7,44.41149315,8.9326992,11,3,14,7,21,0,2,4,3,28,146,,,Liguria,1565307
233,2020-03-06T17:00:00,ITA,7,44.41149315,8.9326992,12,5,17,7,24,3,4,5,3,32,229,,,Liguria,1565307
234,2020-03-07T18:00:00,ITA,7,44.41149315,8.9326992,26,6,32,10,42,18,19,5,4,51,331,,,Liguria,1565307
235,2020-03-08T18:00:00,ITA,7,44.41149315,8.9326992,39,11,50,17,67,25,27,5,6,78,401,,,Liguria,1565307
236,2020-03-09T18:00:00,ITA,7,44.41149315,8.9326992,60,17,77,20,97,30,31,5,7,109,611,,,Liguria,1565307
237,2020-03-10T18:00:00,ITA,7,44.41149315,8.9326992,57,29,86,42,128,31,32,5,8,141,694,,,Liguria,1565307
238,2020-03-11T17:00:00,ITA,7,44.41149315,8.9326992,74,34,108,73,181,53,53,5,8,194,1025,,,Liguria,1565307
239,2020-03-12T17:00:00,ITA,7,44.41149315,8.9326992,100,36,136,107,243,62,80,20,11,274,1174,,,Liguria,1565307
240,2020-03-13T17:00:00,ITA,7,44.41149315,8.9326992,128,44,172,132,304,61,71,24,17,345,1442,,,Liguria,1565307
241,2020-03-14T17:00:00,ITA,7,44.41149315,8.9326992,213,62,275,109,384,80,118,52,27,463,1750,,,Liguria,1565307
242,2020-03-15T17:00:00,ITA,7,44.41149315,8.9326992,253,66,319,174,493,109,96,33,33,559,1973,,,Liguria,1565307
243,2020-03-16T17:00:00,ITA,7,44.41149315,8.9326992,255,73,328,247,575,82,108,42,50,667,2189,,,Liguria,1565307
244,2020-03-17T17:00:00,ITA,7,44.41149315,8.9326992,299,85,384,277,661,86,111,57,60,778,2509,,,Liguria,1565307
245,2020-03-18T17:00:00,ITA,7,44.41149315,8.9326992,401,100,501,243,744,83,109,70,73,887,2912,,,Liguria,1565307
246,2020-03-19T17:00:00,ITA,7,44.41149315,8.9326992,491,112,603,280,883,139,172,85,91,1059,3348,,,Liguria,1565307
247,2020-03-20T17:00:00,ITA,7,44.41149315,8.9326992,573,121,694,307,1001,118,162,101,119,1221,3794,,,Liguria,1565307
248,2020-03-21T17:00:00,ITA,7,44.41149315,8.9326992,598,129,727,432,1159,158,215,125,152,1436,4304,,,Liguria,1565307
249,2020-03-22T17:00:00,ITA,7,44.41149315,8.9326992,736,132,868,483,1351,192,229,143,171,1665,4995,,,Liguria,1565307
250,2020-03-23T17:00:00,ITA,7,44.41149315,8.9326992,761,133,894,659,1553,202,259,159,212,1924,5538,,,Liguria,1565307
251,2020-03-24T17:00:00,ITA,7,44.41149315,8.9326992,803,147,950,742,1692,139,192,193,231,2116,5992,,,Liguria,1565307
252,2020-03-25T17:00:00,ITA,7,44.41149315,8.9326992,927,147,1074,752,1826,134,189,225,254,2305,6602,,,Liguria,1565307
253,2020-03-26T17:00:00,ITA,7,44.41149315,8.9326992,998,154,1152,875,2027,201,262,260,280,2567,7304,,,Liguria,1565307
254,2020-03-27T17:00:00,ITA,7,44.41149315,8.9326992,1023,157,1180,880,2060,33,129,305,331,2696,7804,,,Liguria,1565307
255,2020-03-28T17:00:00,ITA,7,44.41149315,8.9326992,1031,167,1198,888,2086,26,126,378,358,2822,8177,,,Liguria,1565307
256,2020-03-29T17:00:00,ITA,7,44.41149315,8.9326992,1077,166,1243,1036,2279,193,254,420,377,3076,9100,,,Liguria,1565307
257,2020-03-30T17:00:00,ITA,7,44.41149315,8.9326992,1142,175,1317,1066,2383,104,141,437,397,3217,9677,,,Liguria,1565307
258,2020-03-31T17:00:00,ITA,7,44.41149315,8.9326992,1153,179,1332,1176,2508,125,199,480,428,3416,10376,,,Liguria,1565307
259,2020-02-24T18:00:00,ITA,3,45.46679409,9.190347404,76,19,95,71,166,0,166,0,6,172,1463,,,Lombardia,10018806
260,2020-02-25T18:00:00,ITA,3,45.46679409,9.190347404,79,25,104,127,231,65,68,0,9,240,3700,,,Lombardia,10018806
261,2020-02-26T18:00:00,ITA,3,45.46679409,9.190347404,79,25,104,145,249,18,18,0,9,258,3208,,,Lombardia,10018806
262,2020-02-27T18:00:00,ITA,3,45.46679409,9.190347404,172,41,213,136,349,100,145,40,14,403,3320,,,Lombardia,10018806
263,2020-02-28T18:00:00,ITA,3,45.46679409,9.190347404,235,47,282,192,474,125,128,40,17,531,4835,,,Lombardia,10018806
264,2020-02-29T17:00:00,ITA,3,45.46679409,9.190347404,256,80,336,216,552,78,84,40,23,615,5723,,,Lombardia,10018806
265,2020-03-01T17:00:00,ITA,3,45.46679409,9.190347404,406,106,512,375,887,335,369,73,24,984,6879,,,Lombardia,10018806
266,2020-03-02T18:00:00,ITA,3,45.46679409,9.190347404,478,127,605,472,1077,190,270,139,38,1254,7925,,,Lombardia,10018806
267,2020-03-03T18:00:00,ITA,3,45.46679409,9.190347404,698,167,865,461,1326,249,266,139,55,1520,9577,,,Lombardia,10018806
268,2020-03-04T17:00:00,ITA,3,45.46679409,9.190347404,877,209,1086,411,1497,171,300,250,73,1820,12138,,,Lombardia,10018806
269,2020-03-05T17:00:00,ITA,3,45.46679409,9.190347404,1169,244,1413,364,1777,280,431,376,98,2251,12354,,,Lombardia,10018806
270,2020-03-06T17:00:00,ITA,3,45.46679409,9.190347404,1622,309,1931,77,2008,231,361,469,135,2612,13556,,,Lombardia,10018806
271,2020-03-07T18:00:00,ITA,3,45.46679409,9.190347404,1661,359,2020,722,2742,734,808,524,154,3420,15778,pd-IT-0002,pd-EN-0002,Lombardia,10018806
272,2020-03-08T18:00:00,ITA,3,45.46679409,9.190347404,2217,399,2616,756,3372,630,769,550,267,4189,18534,,,Lombardia,10018806
273,2020-03-09T18:00:00,ITA,3,45.46679409,9.190347404,2802,440,3242,1248,4490,1118,1280,646,333,5469,20135,,,Lombardia,10018806
274,2020-03-10T18:00:00,ITA,3,45.46679409,9.190347404,3319,466,3785,642,4427,-63,322,896,468,5791,21479,pd-IT-0004,pd-EN-0004,Lombardia,10018806
275,2020-03-11T17:00:00,ITA,3,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,1489,900,617,7280,25629,,,Lombardia,10018806
276,2020-03-12T17:00:00,ITA,3,45.46679409,9.190347404,4247,605,4852,2044,6896,1133,1445,1085,744,8725,29534,,,Lombardia,10018806
277,2020-03-13T17:00:00,ITA,3,45.46679409,9.190347404,4435,650,5085,2647,7732,836,1095,1198,890,9820,32700,,,Lombardia,10018806
278,2020-03-14T17:00:00,ITA,3,45.46679409,9.190347404,4898,732,5630,3429,9059,1327,1865,1660,966,11685,37138,,,Lombardia,10018806
279,2020-03-15T17:00:00,ITA,3,45.46679409,9.190347404,5500,767,6267,3776,10043,984,1587,2011,1218,13272,40369,,,Lombardia,10018806
280,2020-03-16T17:00:00,ITA,3,45.46679409,9.190347404,6171,823,6994,3867,10861,818,1377,2368,1420,14649,43565,,,Lombardia,10018806
281,2020-03-17T17:00:00,ITA,3,45.46679409,9.190347404,6953,879,7832,4263,12095,1234,1571,2485,1640,16220,46449,,,Lombardia,10018806
282,2020-03-18T17:00:00,ITA,3,45.46679409,9.190347404,7285,924,8209,4057,12266,171,1493,3488,1959,17713,48983,,,Lombardia,10018806
283,2020-03-19T17:00:00,ITA,3,45.46679409,9.190347404,7387,1006,8393,5545,13938,1672,2171,3778,2168,19884,52244,,,Lombardia,10018806
284,2020-03-20T17:00:00,ITA,3,45.46679409,9.190347404,7735,1050,8785,6635,15420,1482,2380,4295,2549,22264,57174,,,Lombardia,10018806
285,2020-03-21T17:00:00,ITA,3,45.46679409,9.190347404,8258,1093,9351,8019,17370,1950,3251,5050,3095,25515,66730,,,Lombardia,10018806
286,2020-03-22T17:00:00,ITA,3,45.46679409,9.190347404,9439,1142,10581,7304,17885,515,1691,5865,3456,27206,70598,,,Lombardia,10018806
287,2020-03-23T17:00:00,ITA,3,45.46679409,9.190347404,9266,1183,10449,8461,18910,1025,1555,6075,3776,28761,73242,,,Lombardia,10018806
288,2020-03-24T17:00:00,ITA,3,45.46679409,9.190347404,9711,1194,10905,8963,19868,958,1942,6657,4178,30703,76695,,,Lombardia,10018806
289,2020-03-25T17:00:00,ITA,3,45.46679409,9.190347404,10026,1236,11262,9329,20591,723,1643,7281,4474,32346,81666,,,Lombardia,10018806
290,2020-03-26T17:00:00,ITA,3,45.46679409,9.190347404,10681,1263,11944,10245,22189,1598,2543,7839,4861,34889,87713,,,Lombardia,10018806
291,2020-03-27T17:00:00,ITA,3,45.46679409,9.190347404,11137,1292,12429,11466,23895,1706,2409,8001,5402,37298,95860,,,Lombardia,10018806
292,2020-03-28T17:00:00,ITA,3,45.46679409,9.190347404,11152,1319,12471,12038,24509,614,2117,8962,5944,39415,102503,,,Lombardia,10018806
293,2020-03-29T17:00:00,ITA,3,45.46679409,9.190347404,11613,1328,12941,12451,25392,883,1592,9255,6360,41007,107398,,,Lombardia,10018806
294,2020-03-30T17:00:00,ITA,3,45.46679409,9.190347404,11815,1330,13145,11861,25006,-386,1154,10337,6818,42161,111057,,,Lombardia,10018806
295,2020-03-31T17:00:00,ITA,3,45.46679409,9.190347404,11883,1324,13207,11917,25124,118,1047,10885,7199,43208,114640,,,Lombardia,10018806
296,2020-02-24T18:00:00,ITA,11,43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,0,16,,,Marche,1538055
297,2020-02-25T18:00:00,ITA,11,43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,0,21,,,Marche,1538055
298,2020-02-26T18:00:00,ITA,11,43.61675973,13.5188753,1,0,1,0,1,1,1,0,0,1,28,,,Marche,1538055
299,2020-02-27T18:00:00,ITA,11,43.61675973,13.5188753,2,1,3,0,3,2,2,0,0,3,46,,,Marche,1538055
300,2020-02-28T18:00:00,ITA,11,43.61675973,13.5188753,3,2,5,1,6,3,3,0,0,6,47,,,Marche,1538055
301,2020-02-29T17:00:00,ITA,11,43.61675973,13.5188753,6,2,8,3,11,5,5,0,0,11,68,,,Marche,1538055
302,2020-03-01T17:00:00,ITA,11,43.61675973,13.5188753,12,5,17,8,25,14,14,0,0,25,101,,,Marche,1538055
303,2020-03-02T18:00:00,ITA,11,43.61675973,13.5188753,17,6,23,11,34,9,10,0,1,35,137,,,Marche,1538055
304,2020-03-03T18:00:00,ITA,11,43.61675973,13.5188753,27,13,40,19,59,25,26,0,2,61,200,,,Marche,1538055
305,2020-03-04T17:00:00,ITA,11,43.61675973,13.5188753,34,15,49,31,80,21,23,0,4,84,288,,,Marche,1538055
306,2020-03-05T17:00:00,ITA,11,43.61675973,13.5188753,57,19,76,44,120,40,40,0,4,124,413,,,Marche,1538055
307,2020-03-06T17:00:00,ITA,11,43.61675973,13.5188753,73,20,93,62,155,35,35,0,4,159,585,,,Marche,1538055
308,2020-03-07T18:00:00,ITA,11,43.61675973,13.5188753,94,36,130,71,201,46,48,0,6,207,816,,,Marche,1538055
309,2020-03-08T18:00:00,ITA,11,43.61675973,13.5188753,110,41,151,114,265,64,65,0,7,272,1025,,,Marche,1538055
310,2020-03-09T18:00:00,ITA,11,43.61675973,13.5188753,136,47,183,130,313,48,51,0,10,323,1250,,,Marche,1538055
311,2020-03-10T18:00:00,ITA,11,43.61675973,13.5188753,152,54,206,175,381,68,71,0,13,394,1437,,,Marche,1538055
312,2020-03-11T17:00:00,ITA,11,43.61675973,13.5188753,212,66,278,183,461,80,85,0,18,479,1656,,,Marche,1538055
313,2020-03-12T17:00:00,ITA,11,43.61675973,13.5188753,254,76,330,240,570,109,113,0,22,592,1907,,,Marche,1538055
314,2020-03-13T17:00:00,ITA,11,43.61675973,13.5188753,337,85,422,276,698,128,133,0,27,725,2218,,,Marche,1538055
315,2020-03-14T17:00:00,ITA,11,43.61675973,13.5188753,449,93,542,321,863,165,174,0,36,899,2561,,,Marche,1538055
316,2020-03-15T17:00:00,ITA,11,43.61675973,13.5188753,521,98,619,468,1087,224,234,0,46,1133,2946,,,Marche,1538055
317,2020-03-16T17:00:00,ITA,11,43.61675973,13.5188753,528,110,638,547,1185,98,109,0,57,1242,3225,,,Marche,1538055
318,2020-03-17T17:00:00,ITA,11,43.61675973,13.5188753,599,109,708,594,1302,117,129,0,69,1371,3225,,,Marche,1538055
319,2020-03-18T17:00:00,ITA,11,43.61675973,13.5188753,638,119,757,719,1476,174,197,0,92,1568,4109,,,Marche,1538055
320,2020-03-19T17:00:00,ITA,11,43.61675973,13.5188753,656,141,797,825,1622,146,169,0,115,1737,4512,,,Marche,1538055
321,2020-03-20T17:00:00,ITA,11,43.61675973,13.5188753,704,138,842,1002,1844,222,244,0,137,1981,5170,,,Marche,1538055
322,2020-03-21T17:00:00,ITA,11,43.61675973,13.5188753,742,141,883,1114,1997,153,172,2,154,2153,5740,,,Marche,1538055
323,2020-03-22T17:00:00,ITA,11,43.61675973,13.5188753,816,138,954,1277,2231,234,268,6,184,2421,6391,,,Marche,1538055
324,2020-03-23T17:00:00,ITA,11,43.61675973,13.5188753,882,148,1030,1328,2358,127,148,8,203,2569,6782,,,Marche,1538055
325,2020-03-24T17:00:00,ITA,11,43.61675973,13.5188753,862,149,1011,1486,2497,139,167,8,231,2736,7229,,,Marche,1538055
326,2020-03-25T17:00:00,ITA,11,43.61675973,13.5188753,938,148,1086,1553,2639,142,198,8,287,2934,7896,,,Marche,1538055
327,2020-03-26T17:00:00,ITA,11,43.61675973,13.5188753,977,166,1143,1652,2795,156,180,9,310,3114,8623,,,Marche,1538055
328,2020-03-27T17:00:00,ITA,11,43.61675973,13.5188753,979,162,1141,1709,2850,55,82,10,336,3196,9060,,,Marche,1538055
329,2020-03-28T17:00:00,ITA,11,43.61675973,13.5188753,987,166,1153,1846,2999,149,177,10,364,3373,9884,,,Marche,1538055
330,2020-03-29T17:00:00,ITA,11,43.61675973,13.5188753,1000,168,1168,1992,3160,161,185,12,386,3558,10431,,,Marche,1538055
331,2020-03-30T17:00:00,ITA,11,43.61675973,13.5188753,998,167,1165,2086,3251,91,126,16,417,3684,10979,,,Marche,1538055
332,2020-03-31T17:00:00,ITA,11,43.61675973,13.5188753,946,169,1115,2237,3352,101,141,21,452,3825,11724,,,Marche,1538055
333,2020-02-24T18:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,,,Molise,310449
334,2020-02-25T18:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,,,Molise,310449
335,2020-02-26T18:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,,,Molise,310449
336,2020-02-27T18:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,,,Molise,310449
337,2020-02-28T18:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,,,Molise,310449
338,2020-02-29T17:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,,,Molise,310449
339,2020-03-01T17:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,6,,,Molise,310449
340,2020-03-02T18:00:00,ITA,14,41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,13,,,Molise,310449
341,2020-03-03T18:00:00,ITA,14,41.55774754,14.65916051,3,0,3,0,3,3,3,0,0,3,13,,,Molise,310449
342,2020-03-04T17:00:00,ITA,14,41.55774754,14.65916051,3,0,3,0,3,0,0,0,0,3,19,,,Molise,310449
343,2020-03-05T17:00:00,ITA,14,41.55774754,14.65916051,4,0,4,3,7,4,4,0,0,7,24,,,Molise,310449
344,2020-03-06T17:00:00,ITA,14,41.55774754,14.65916051,3,2,5,7,12,5,5,0,0,12,104,,,Molise,310449
345,2020-03-07T18:00:00,ITA,14,41.55774754,14.65916051,3,2,5,9,14,2,2,0,0,14,112,,,Molise,310449
346,2020-03-08T18:00:00,ITA,14,41.55774754,14.65916051,4,2,6,8,14,0,0,0,0,14,116,,,Molise,310449
347,2020-03-09T18:00:00,ITA,14,41.55774754,14.65916051,4,2,6,8,14,0,0,0,0,14,212,,,Molise,310449
348,2020-03-10T18:00:00,ITA,14,41.55774754,14.65916051,3,3,6,9,15,1,1,0,0,15,225,,,Molise,310449
349,2020-03-11T17:00:00,ITA,14,41.55774754,14.65916051,4,3,7,9,16,1,1,0,0,16,233,,,Molise,310449
350,2020-03-12T17:00:00,ITA,14,41.55774754,14.65916051,4,3,7,9,16,0,0,0,0,16,238,,,Molise,310449
351,2020-03-13T17:00:00,ITA,14,41.55774754,14.65916051,5,3,8,9,17,1,1,0,0,17,243,,,Molise,310449
352,2020-03-14T17:00:00,ITA,14,41.55774754,14.65916051,5,3,8,9,17,0,0,0,0,17,247,,,Molise,310449
353,2020-03-15T17:00:00,ITA,14,41.55774754,14.65916051,3,4,7,10,17,0,0,0,0,17,248,,,Molise,310449
354,2020-03-16T17:00:00,ITA,14,41.55774754,14.65916051,3,5,8,7,15,-2,4,5,1,21,253,,,Molise,310449
355,2020-03-17T17:00:00,ITA,14,41.55774754,14.65916051,7,5,12,7,19,4,4,5,1,25,301,,,Molise,310449
356,2020-03-18T17:00:00,ITA,14,41.55774754,14.65916051,7,6,13,8,21,2,3,6,1,28,361,,,Molise,310449
357,2020-03-19T17:00:00,ITA,14,41.55774754,14.65916051,19,6,25,13,38,17,18,6,2,46,426,,,Molise,310449
358,2020-03-20T17:00:00,ITA,14,41.55774754,14.65916051,20,6,26,13,39,1,4,6,5,50,426,,,Molise,310449
359,2020-03-21T17:00:00,ITA,14,41.55774754,14.65916051,21,6,27,20,47,8,11,7,7,61,449,,,Molise,310449
360,2020-03-22T17:00:00,ITA,14,41.55774754,14.65916051,24,7,31,21,52,5,5,7,7,66,532,,,Molise,310449
361,2020-03-23T17:00:00,ITA,14,41.55774754,14.65916051,25,7,32,18,50,-2,1,10,7,67,532,,,Molise,310449
362,2020-03-24T17:00:00,ITA,14,41.55774754,14.65916051,27,7,34,21,55,5,6,10,8,73,572,,,Molise,310449
363,2020-03-25T17:00:00,ITA,14,41.55774754,14.65916051,26,7,33,20,53,-2,0,12,8,73,580,,,Molise,310449
364,2020-03-26T17:00:00,ITA,14,41.55774754,14.65916051,27,8,35,46,81,28,30,14,8,103,670,,,Molise,310449
365,2020-03-27T17:00:00,ITA,14,41.55774754,14.65916051,26,9,35,51,86,5,6,14,9,109,710,,,Molise,310449
366,2020-03-28T17:00:00,ITA,14,41.55774754,14.65916051,26,9,35,63,98,12,14,16,9,123,807,,,Molise,310449
367,2020-03-29T17:00:00,ITA,14,41.55774754,14.65916051,25,9,34,66,100,2,4,18,9,127,918,,,Molise,310449
368,2020-03-30T17:00:00,ITA,14,41.55774754,14.65916051,27,8,35,72,107,7,7,18,9,134,955,,,Molise,310449
369,2020-03-31T17:00:00,ITA,14,41.55774754,14.65916051,29,8,37,80,117,10,10,18,9,144,1049,,,Molise,310449
370,2020-02-24T18:00:00,ITA,1,45.0732745,7.680687483,2,0,2,1,3,0,3,0,0,3,141,,,Piemonte,4392526
371,2020-02-25T18:00:00,ITA,1,45.0732745,7.680687483,2,0,2,1,3,0,0,0,0,3,141,,,Piemonte,4392526
372,2020-02-26T18:00:00,ITA,1,45.0732745,7.680687483,2,0,2,1,3,0,0,0,0,3,156,,,Piemonte,4392526
373,2020-02-27T18:00:00,ITA,1,45.0732745,7.680687483,2,0,2,0,2,-1,-1,0,0,2,156,,,Piemonte,4392526
374,2020-02-28T18:00:00,ITA,1,45.0732745,7.680687483,7,0,7,4,11,9,9,0,0,11,227,,,Piemonte,4392526
375,2020-02-29T17:00:00,ITA,1,45.0732745,7.680687483,7,0,7,4,11,0,0,0,0,11,308,,,Piemonte,4392526
376,2020-03-01T17:00:00,ITA,1,45.0732745,7.680687483,11,2,13,36,49,38,38,0,0,49,362,,,Piemonte,4392526
377,2020-03-02T18:00:00,ITA,1,45.0732745,7.680687483,12,2,14,37,51,2,2,0,0,51,434,,,Piemonte,4392526
378,2020-03-03T18:00:00,ITA,1,45.0732745,7.680687483,13,3,16,40,56,5,5,0,0,56,458,,,Piemonte,4392526
379,2020-03-04T17:00:00,ITA,1,45.0732745,7.680687483,26,13,39,43,82,26,26,0,0,82,543,,,Piemonte,4392526
380,2020-03-05T17:00:00,ITA,1,45.0732745,7.680687483,43,17,60,46,106,24,26,0,2,108,543,,,Piemonte,4392526
381,2020-03-06T17:00:00,ITA,1,45.0732745,7.680687483,57,30,87,52,139,33,35,0,4,143,793,,,Piemonte,4392526
382,2020-03-07T18:00:00,ITA,1,45.0732745,7.680687483,110,38,148,54,202,63,64,0,5,207,1046,,,Piemonte,4392526
383,2020-03-08T18:00:00,ITA,1,45.0732745,7.680687483,245,45,290,65,355,153,153,0,5,360,1636,,,Piemonte,4392526
384,2020-03-09T18:00:00,ITA,1,45.0732745,7.680687483,222,50,272,65,337,-18,-10,0,13,350,1681,,,Piemonte,4392526
385,2020-03-10T18:00:00,ITA,1,45.0732745,7.680687483,306,66,372,64,436,99,103,0,17,453,2374,,,Piemonte,4392526
386,2020-03-11T17:00:00,ITA,1,45.0732745,7.680687483,319,75,394,86,480,44,48,0,21,501,2431,,,Piemonte,4392526
387,2020-03-12T17:00:00,ITA,1,45.0732745,7.680687483,368,97,465,89,554,74,79,0,26,580,2879,,,Piemonte,4392526
388,2020-03-13T17:00:00,ITA,1,45.0732745,7.680687483,556,135,691,103,794,240,260,0,46,840,3105,,,Piemonte,4392526
389,2020-03-14T17:00:00,ITA,1,45.0732745,7.680687483,538,150,688,126,814,20,33,0,59,873,3680,,,Piemonte,4392526
390,2020-03-15T17:00:00,ITA,1,45.0732745,7.680687483,726,171,897,133,1030,216,238,0,81,1111,4375,,,Piemonte,4392526
391,2020-03-16T17:00:00,ITA,1,45.0732745,7.680687483,1045,186,1231,174,1405,375,405,0,111,1516,5588,,,Piemonte,4392526
392,2020-03-17T17:00:00,ITA,1,45.0732745,7.680687483,1378,206,1584,180,1764,359,381,0,133,1897,6543,,,Piemonte,4392526
393,2020-03-18T17:00:00,ITA,1,45.0732745,7.680687483,1780,227,2007,180,2187,423,444,0,154,2341,7516,,,Piemonte,4392526
394,2020-03-19T17:00:00,ITA,1,45.0732745,7.680687483,2279,257,2536,218,2754,567,591,3,175,2932,8853,,,Piemonte,4392526
395,2020-03-20T17:00:00,ITA,1,45.0732745,7.680687483,1541,280,1821,1423,3244,490,529,8,209,3461,9975,,,Piemonte,4392526
396,2020-03-21T17:00:00,ITA,1,45.0732745,7.680687483,1976,301,2277,1229,3506,262,291,8,238,3752,10701,,,Piemonte,4392526
397,2020-03-22T17:00:00,ITA,1,45.0732745,7.680687483,2118,308,2426,1701,4127,621,668,10,283,4420,12701,,,Piemonte,4392526
398,2020-03-23T17:00:00,ITA,1,45.0732745,7.680687483,2194,343,2537,1992,4529,402,441,17,315,4861,13560,,,Piemonte,4392526
399,2020-03-24T17:00:00,ITA,1,45.0732745,7.680687483,2404,360,2764,2360,5124,595,654,17,374,5515,15469,,,Piemonte,4392526
400,2020-03-25T17:00:00,ITA,1,45.0732745,7.680687483,2544,381,2925,2631,5556,432,509,19,449,6024,16655,,,Piemonte,4392526
401,2020-03-26T17:00:00,ITA,1,45.0732745,7.680687483,2633,408,3041,2909,5950,394,510,135,449,6534,18054,pd-IT-0006,pd-EN-0006,Piemonte,4392526
402,2020-03-27T17:00:00,ITA,1,45.0732745,7.680687483,2852,431,3283,3064,6347,397,558,176,569,7092,19705,,,Piemonte,4392526
403,2020-03-28T17:00:00,ITA,1,45.0732745,7.680687483,3094,439,3533,3318,6851,504,579,203,617,7671,21511,,,Piemonte,4392526
404,2020-03-29T17:00:00,ITA,1,45.0732745,7.680687483,2985,443,3428,3840,7268,417,535,254,684,8206,24058,,,Piemonte,4392526
405,2020-03-30T17:00:00,ITA,1,45.0732745,7.680687483,2985,452,3437,4218,7655,387,506,308,749,8712,25478,,,Piemonte,4392526
406,2020-03-31T17:00:00,ITA,1,45.0732745,7.680687483,3174,452,3626,4456,8082,427,589,365,854,9301,27658,,,Piemonte,4392526
407,2020-02-24T18:00:00,ITA,16,41.12559576,16.86736689,0,0,0,0,0,0,0,0,0,0,0,,,Puglia,4063888
408,2020-02-25T18:00:00,ITA,16,41.12559576,16.86736689,0,0,0,0,0,0,0,0,0,0,0,,,Puglia,4063888
